time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220318:1430,0.0,0.0,0.0,25.44,1.31,0.0,Polonnaruwa,7.93965,81.00274
20220318:1530,0.0,0.0,0.0,25.1,1.31,0.0,Polonnaruwa,7.93965,81.00274
20220318:1630,0.0,0.0,0.0,24.93,1.52,0.0,Polonnaruwa,7.93965,81.00274
20220318:1730,0.0,0.0,0.0,24.67,1.59,0.0,Polonnaruwa,7.93965,81.00274
20220318:1830,0.0,0.0,0.0,24.38,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220318:1930,0.0,0.0,0.0,25.41,0.55,0.0,Polonnaruwa,7.93965,81.00274
20220318:2030,0.0,0.0,0.0,25.54,0.34,0.0,Polonnaruwa,7.93965,81.00274
20220318:2130,0.0,0.0,0.0,25.2,0.48,0.0,Polonnaruwa,7.93965,81.00274
20220318:2230,0.0,0.0,0.0,24.65,0.62,0.0,Polonnaruwa,7.93965,81.00274
20220318:2330,0.0,0.0,0.0,23.77,0.9,0.0,Polonnaruwa,7.93965,81.00274
20220319:0030,0.0,0.0,-3.67,23.73,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220319:0130,64.34,110.98,11.19,23.65,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220319:0230,262.01,351.18,26.02,25.69,0.83,0.0,Polonnaruwa,7.93965,81.00274
20220319:0330,404.43,528.51,40.79,27.45,1.45,0.0,Polonnaruwa,7.93965,81.00274
20220319:0430,593.08,791.98,55.42,28.67,1.86,0.0,Polonnaruwa,7.93965,81.00274
20220319:0530,636.82,852.35,69.58,30.19,2.76,0.0,Polonnaruwa,7.93965,81.00274
20220319:0630,662.16,886.86,80.77,31.06,3.31,0.0,Polonnaruwa,7.93965,81.00274
20220319:0730,641.0,855.9,75.83,31.65,3.45,0.0,Polonnaruwa,7.93965,81.00274
20220319:0830,544.08,720.7,62.37,32.19,3.45,0.0,Polonnaruwa,7.93965,81.00274
20220319:0930,442.78,582.83,47.89,32.2,3.38,0.0,Polonnaruwa,7.93965,81.00274
20220319:1030,258.7,344.36,33.17,31.6,3.59,0.0,Polonnaruwa,7.93965,81.00274
20220319:1130,127.36,189.08,18.36,30.11,2.62,0.0,Polonnaruwa,7.93965,81.00274
20220319:1230,5.79,28.35,3.51,29.47,1.79,0.0,Polonnaruwa,7.93965,81.00274
20220319:1330,0.0,0.0,0.0,28.3,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220319:1430,0.0,0.0,0.0,27.3,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220319:1530,0.0,0.0,0.0,26.53,1.24,0.0,Polonnaruwa,7.93965,81.00274
20220319:1630,0.0,0.0,0.0,25.86,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220319:1730,0.0,0.0,0.0,25.61,0.97,0.0,Polonnaruwa,7.93965,81.00274
