time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20230729:1730,0.0,0.0,0.0,27.27,5.86,0.0,Galle,6.0461,80.2103
20230729:1830,0.0,0.0,0.0,27.25,5.86,0.0,Galle,6.0461,80.2103
20230729:1930,0.0,0.0,0.0,27.2,6.14,0.0,Galle,6.0461,80.2103
20230729:2030,0.0,0.0,0.0,27.11,6.14,0.0,Galle,6.0461,80.2103
20230729:2130,0.0,0.0,0.0,27.0,6.34,0.0,Galle,6.0461,80.2103
20230729:2230,0.0,0.0,0.0,26.93,6.69,0.0,Galle,6.0461,80.2103
20230729:2330,0.0,0.0,0.0,26.89,6.76,0.0,Galle,6.0461,80.2103
20230730:0030,0.0,0.0,-1.73,26.88,6.62,0.0,Galle,6.0461,80.2103
20230730:0130,57.64,111.21,12.44,26.9,6.76,0.0,Galle,6.0461,80.2103
20230730:0230,239.7,322.88,26.66,27.14,7.17,0.0,Galle,6.0461,80.2103
20230730:0330,364.56,463.58,40.82,27.74,7.79,0.0,Galle,6.0461,80.2103
20230730:0430,533.83,672.74,54.71,28.12,8.21,0.0,Galle,6.0461,80.2103
20230730:0530,589.2,744.5,67.76,28.31,8.41,0.0,Galle,6.0461,80.2103
20230730:0630,631.57,801.47,76.94,28.48,8.0,0.0,Galle,6.0461,80.2103
20230730:0730,604.23,765.87,73.44,28.96,8.41,0.0,Galle,6.0461,80.2103
20230730:0830,530.2,669.17,61.63,28.84,8.34,0.0,Galle,6.0461,80.2103
20230730:0930,442.06,559.1,48.04,28.67,8.41,0.0,Galle,6.0461,80.2103
20230730:1030,335.22,433.07,33.98,28.43,8.28,0.0,Galle,6.0461,80.2103
20230730:1130,140.06,210.67,19.78,28.19,7.93,0.0,Galle,6.0461,80.2103
20230730:1230,5.55,26.45,5.58,27.88,7.17,0.0,Galle,6.0461,80.2103
20230730:1330,0.0,0.0,0.0,27.54,6.28,0.0,Galle,6.0461,80.2103
20230730:1430,0.0,0.0,0.0,27.36,5.93,0.0,Galle,6.0461,80.2103
20230730:1530,0.0,0.0,0.0,27.29,5.79,0.0,Galle,6.0461,80.2103
20230730:1630,0.0,0.0,0.0,27.19,5.79,0.0,Galle,6.0461,80.2103
20230730:1730,0.0,0.0,0.0,27.17,5.93,0.0,Galle,6.0461,80.2103
20230730:1830,0.0,0.0,0.0,27.02,6.0,0.0,Galle,6.0461,80.2103
20230730:1930,0.0,0.0,0.0,26.86,6.07,0.0,Galle,6.0461,80.2103
20230730:2030,0.0,0.0,0.0,26.85,6.21,0.0,Galle,6.0461,80.2103
20230730:2130,0.0,0.0,0.0,26.71,6.41,0.0,Galle,6.0461,80.2103
20230730:2230,0.0,0.0,0.0,26.7,6.69,0.0,Galle,6.0461,80.2103
20230730:2330,0.0,0.0,0.0,26.76,6.76,0.0,Galle,6.0461,80.2103
20230731:0030,0.0,0.0,-1.75,26.78,6.69,0.0,Galle,6.0461,80.2103
20230731:0130,55.83,94.65,12.44,26.78,6.76,0.0,Galle,6.0461,80.2103
20230731:0230,199.85,269.25,26.68,27.02,6.76,0.0,Galle,6.0461,80.2103
20230731:0330,383.37,487.89,40.86,27.5,7.24,0.0,Galle,6.0461,80.2103
20230731:0430,529.23,670.11,54.79,27.99,7.38,0.0,Galle,6.0461,80.2103
20230731:0530,581.51,739.69,67.89,28.45,7.52,0.0,Galle,6.0461,80.2103
20230731:0630,608.74,775.07,77.17,28.65,7.72,0.0,Galle,6.0461,80.2103
20230731:0730,641.07,816.7,73.62,28.72,8.07,0.0,Galle,6.0461,80.2103
20230731:0830,589.55,747.79,61.72,28.75,8.14,0.0,Galle,6.0461,80.2103
20230731:0930,472.03,596.39,48.08,28.57,8.34,0.0,Galle,6.0461,80.2103
20230731:1030,318.11,411.79,33.99,28.46,8.14,0.0,Galle,6.0461,80.2103
20230731:1130,132.82,196.32,19.77,28.11,7.45,0.0,Galle,6.0461,80.2103
20230731:1230,9.2,30.47,5.55,27.74,7.24,0.0,Galle,6.0461,80.2103
20230731:1330,0.0,0.0,0.0,27.43,6.34,0.0,Galle,6.0461,80.2103
20230731:1430,0.0,0.0,0.0,27.21,5.93,0.0,Galle,6.0461,80.2103
20230731:1530,0.0,0.0,0.0,27.1,5.79,0.0,Galle,6.0461,80.2103
20230731:1630,0.0,0.0,0.0,27.04,5.72,0.0,Galle,6.0461,80.2103
20230731:1730,0.0,0.0,0.0,26.95,5.86,0.0,Galle,6.0461,80.2103
20230731:1830,0.0,0.0,0.0,26.86,6.14,0.0,Galle,6.0461,80.2103
20230731:1930,0.0,0.0,0.0,26.82,7.24,0.0,Galle,6.0461,80.2103
20230731:2030,0.0,0.0,0.0,26.71,7.17,0.0,Galle,6.0461,80.2103
20230731:2130,0.0,0.0,0.0,26.58,7.03,0.0,Galle,6.0461,80.2103
20230731:2230,0.0,0.0,0.0,26.5,6.83,0.0,Galle,6.0461,80.2103
20230731:2330,0.0,0.0,0.0,26.57,6.55,0.0,Galle,6.0461,80.2103
20230801:0030,0.0,0.0,-1.76,26.5,6.34,0.0,Galle,6.0461,80.2103
20230801:0130,55.95,104.42,12.45,26.47,6.28,0.0,Galle,6.0461,80.2103
20230801:0230,207.28,280.93,26.7,26.75,6.48,0.0,Galle,6.0461,80.2103
20230801:0330,389.59,494.23,40.91,27.18,7.03,0.0,Galle,6.0461,80.2103
20230801:0430,526.01,662.96,54.87,27.81,7.31,0.0,Galle,6.0461,80.2103
20230801:0530,629.48,800.16,68.03,28.15,7.52,0.0,Galle,6.0461,80.2103
20230801:0630,648.82,827.21,77.41,28.39,7.66,0.0,Galle,6.0461,80.2103
20230801:0730,658.52,842.65,73.79,28.8,7.66,0.0,Galle,6.0461,80.2103
20230801:0830,542.57,690.54,61.8,28.77,7.52,0.0,Galle,6.0461,80.2103
20230801:0930,420.83,535.14,48.12,28.47,7.52,0.0,Galle,6.0461,80.2103
20230801:1030,283.94,369.44,34.0,28.15,7.45,0.0,Galle,6.0461,80.2103
20230801:1130,131.77,190.66,19.76,27.75,7.17,0.0,Galle,6.0461,80.2103
20230801:1230,11.31,29.71,5.51,27.5,6.55,0.0,Galle,6.0461,80.2103
20230801:1330,0.0,0.0,0.0,27.16,6.0,0.0,Galle,6.0461,80.2103
20230801:1430,0.0,0.0,0.0,26.91,6.14,0.0,Galle,6.0461,80.2103
20230801:1530,0.0,0.0,0.0,26.87,6.07,0.0,Galle,6.0461,80.2103
20230801:1630,0.0,0.0,0.0,26.88,6.0,0.0,Galle,6.0461,80.2103
20230801:1730,0.0,0.0,0.0,26.91,6.14,0.0,Galle,6.0461,80.2103
20230801:1830,0.0,0.0,0.0,26.82,6.0,0.0,Galle,6.0461,80.2103
