time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220414:1230,1.78,10.29,2.14,27.34,1.79,0.0,Ampara,7.29754,81.68202
20220414:1330,0.0,0.0,0.0,26.81,1.1,0.0,Ampara,7.29754,81.68202
20220414:1430,0.0,0.0,0.0,26.55,1.52,0.0,Ampara,7.29754,81.68202
20220414:1530,0.0,0.0,0.0,26.31,1.31,0.0,Ampara,7.29754,81.68202
20220414:1630,0.0,0.0,0.0,26.07,1.45,0.0,Ampara,7.29754,81.68202
20220414:1730,0.0,0.0,0.0,25.84,1.45,0.0,Ampara,7.29754,81.68202
20220414:1830,0.0,0.0,0.0,25.55,1.45,0.0,Ampara,7.29754,81.68202
20220414:1930,0.0,0.0,0.0,25.77,1.72,0.0,Ampara,7.29754,81.68202
20220414:2030,0.0,0.0,0.0,25.61,1.72,0.0,Ampara,7.29754,81.68202
20220414:2130,0.0,0.0,0.0,25.3,1.38,0.0,Ampara,7.29754,81.68202
20220414:2230,0.0,0.0,0.0,24.94,1.24,0.0,Ampara,7.29754,81.68202
20220414:2330,0.0,0.0,0.0,24.6,1.17,0.0,Ampara,7.29754,81.68202
20220415:0030,1.71,10.03,0.35,24.51,1.45,0.0,Ampara,7.29754,81.68202
20220415:0130,104.71,168.14,15.05,24.94,1.52,0.0,Ampara,7.29754,81.68202
20220415:0230,302.33,400.89,29.8,26.47,1.66,0.0,Ampara,7.29754,81.68202
20220415:0330,474.43,618.73,44.57,27.9,2.21,0.0,Ampara,7.29754,81.68202
20220415:0430,607.59,805.63,59.35,29.18,2.55,0.0,Ampara,7.29754,81.68202
20220415:0530,642.9,861.81,74.08,30.37,2.62,0.0,Ampara,7.29754,81.68202
20220415:0630,655.7,886.96,87.36,31.1,2.48,0.0,Ampara,7.29754,81.68202
20220415:0730,621.43,850.35,75.84,31.5,1.66,0.0,Ampara,7.29754,81.68202
20220415:0830,482.13,642.91,61.13,31.6,1.72,0.0,Ampara,7.29754,81.68202
20220415:0930,424.59,561.42,46.35,31.01,2.0,0.0,Ampara,7.29754,81.68202
20220415:1030,248.52,333.38,31.57,30.07,2.41,0.0,Ampara,7.29754,81.68202
20220415:1130,94.37,151.35,16.82,29.02,2.9,0.0,Ampara,7.29754,81.68202
20220415:1230,2.0,10.78,2.12,28.41,2.76,0.0,Ampara,7.29754,81.68202
20220415:1330,0.0,0.0,0.0,27.58,2.83,0.0,Ampara,7.29754,81.68202
20220415:1430,0.0,0.0,0.0,27.14,2.28,0.0,Ampara,7.29754,81.68202
20220415:1530,0.0,0.0,0.0,26.77,2.14,0.0,Ampara,7.29754,81.68202
20220415:1630,0.0,0.0,0.0,26.5,2.07,0.0,Ampara,7.29754,81.68202
20220415:1730,0.0,0.0,0.0,26.26,1.93,0.0,Ampara,7.29754,81.68202
20220415:1830,0.0,0.0,0.0,26.11,2.0,0.0,Ampara,7.29754,81.68202
20220415:1930,0.0,0.0,0.0,26.24,2.41,0.0,Ampara,7.29754,81.68202
20220415:2030,0.0,0.0,0.0,26.08,2.41,0.0,Ampara,7.29754,81.68202
20220415:2130,0.0,0.0,0.0,25.93,2.48,0.0,Ampara,7.29754,81.68202
20220415:2230,0.0,0.0,0.0,25.81,2.55,0.0,Ampara,7.29754,81.68202
20220415:2330,0.0,0.0,0.0,25.76,2.55,0.0,Ampara,7.29754,81.68202
20220416:0030,1.44,9.49,0.46,25.65,2.55,0.0,Ampara,7.29754,81.68202
20220416:0130,99.21,160.31,15.14,25.69,2.48,0.0,Ampara,7.29754,81.68202
20220416:0230,269.56,356.34,29.88,26.7,2.69,0.0,Ampara,7.29754,81.68202
20220416:0330,449.93,580.67,44.63,27.96,3.31,0.0,Ampara,7.29754,81.68202
20220416:0430,598.67,782.72,59.4,29.26,3.79,0.0,Ampara,7.29754,81.68202
20220416:0530,557.5,731.7,74.09,30.22,3.45,0.0,Ampara,7.29754,81.68202
20220416:0630,621.76,825.25,87.04,30.59,3.17,0.0,Ampara,7.29754,81.68202
20220416:0730,623.26,826.57,75.72,31.1,3.59,0.0,Ampara,7.29754,81.68202
20220416:0830,521.72,686.54,61.05,31.25,3.66,0.0,Ampara,7.29754,81.68202
20220416:0930,386.18,502.39,46.29,30.14,3.45,0.0,Ampara,7.29754,81.68202
20220416:1030,213.91,287.62,31.53,29.3,2.83,0.0,Ampara,7.29754,81.68202
20220416:1130,78.61,121.57,16.79,28.98,2.83,0.0,Ampara,7.29754,81.68202
20220416:1230,3.36,13.47,2.1,26.86,2.28,0.0,Ampara,7.29754,81.68202
20220416:1330,0.0,0.0,0.0,26.63,1.86,0.0,Ampara,7.29754,81.68202
20220416:1430,0.0,0.0,0.0,26.49,2.14,0.0,Ampara,7.29754,81.68202
20220416:1530,0.0,0.0,0.0,26.42,1.86,0.0,Ampara,7.29754,81.68202
20220416:1630,0.0,0.0,0.0,26.31,2.0,0.0,Ampara,7.29754,81.68202
20220416:1730,0.0,0.0,0.0,26.29,1.79,0.0,Ampara,7.29754,81.68202
20220416:1830,0.0,0.0,0.0,26.15,2.07,0.0,Ampara,7.29754,81.68202
20220416:1930,0.0,0.0,0.0,26.08,2.62,0.0,Ampara,7.29754,81.68202
20220416:2030,0.0,0.0,0.0,25.98,2.69,0.0,Ampara,7.29754,81.68202
20220416:2130,0.0,0.0,0.0,25.92,2.69,0.0,Ampara,7.29754,81.68202
20220416:2230,0.0,0.0,0.0,25.81,2.69,0.0,Ampara,7.29754,81.68202
20220416:2330,0.0,0.0,0.0,25.78,2.62,0.0,Ampara,7.29754,81.68202
20220417:0030,1.58,9.78,0.57,25.71,2.69,0.0,Ampara,7.29754,81.68202
20220417:0130,95.1,154.55,15.23,25.9,2.48,0.0,Ampara,7.29754,81.68202
20220417:0230,269.18,355.99,29.95,26.86,2.76,0.0,Ampara,7.29754,81.68202
20220417:0330,453.31,586.23,44.7,28.09,3.24,0.0,Ampara,7.29754,81.68202
20220417:0430,578.53,761.09,59.44,29.32,3.03,0.0,Ampara,7.29754,81.68202
20220417:0530,633.99,849.24,74.09,30.3,2.76,0.0,Ampara,7.29754,81.68202
20220417:0630,544.99,724.62,86.72,31.1,2.62,0.0,Ampara,7.29754,81.68202
20220417:0730,464.33,612.12,75.59,31.17,2.62,0.0,Ampara,7.29754,81.68202
20220417:0830,419.3,546.13,60.97,30.07,3.03,0.0,Ampara,7.29754,81.68202
20220417:0930,248.08,326.93,46.23,29.6,2.69,0.0,Ampara,7.29754,81.68202
20220417:1030,72.22,108.9,31.48,28.35,2.41,0.0,Ampara,7.29754,81.68202
20220417:1130,42.51,70.52,16.76,27.36,1.66,0.0,Ampara,7.29754,81.68202
20220417:1230,3.56,13.86,2.08,27.32,1.79,0.0,Ampara,7.29754,81.68202
20220417:1330,0.0,0.0,0.0,27.14,1.66,0.0,Ampara,7.29754,81.68202
20220417:1430,0.0,0.0,0.0,26.83,1.45,0.0,Ampara,7.29754,81.68202
20220417:1530,0.0,0.0,0.0,26.31,1.03,0.0,Ampara,7.29754,81.68202
20220417:1630,0.0,0.0,0.0,25.83,1.17,0.0,Ampara,7.29754,81.68202
20220417:1730,0.0,0.0,0.0,25.44,1.24,0.0,Ampara,7.29754,81.68202
20220417:1830,0.0,0.0,0.0,25.23,1.17,0.0,Ampara,7.29754,81.68202
20220417:1930,0.0,0.0,0.0,25.04,1.03,0.0,Ampara,7.29754,81.68202
20220417:2030,0.0,0.0,0.0,24.89,1.1,0.0,Ampara,7.29754,81.68202
20220417:2130,0.0,0.0,0.0,24.9,1.1,0.0,Ampara,7.29754,81.68202
20220417:2230,0.0,0.0,0.0,24.84,1.03,0.0,Ampara,7.29754,81.68202
20220417:2330,0.0,0.0,0.0,24.85,1.1,0.0,Ampara,7.29754,81.68202
20220418:0030,1.56,9.74,0.67,24.85,1.03,0.0,Ampara,7.29754,81.68202
20220418:0130,86.66,135.49,15.32,24.93,1.03,0.0,Ampara,7.29754,81.68202
20220418:0230,231.7,309.63,30.03,26.04,0.9,0.0,Ampara,7.29754,81.68202
20220418:0330,452.7,596.97,44.75,27.41,0.97,0.0,Ampara,7.29754,81.68202
20220418:0430,577.58,783.82,59.47,29.18,0.9,0.0,Ampara,7.29754,81.68202
20220418:0530,626.67,882.0,74.08,30.6,0.34,0.0,Ampara,7.29754,81.68202
20220418:0630,566.63,782.64,86.39,31.29,0.55,0.0,Ampara,7.29754,81.68202
20220418:0730,605.89,827.06,75.46,30.98,1.38,0.0,Ampara,7.29754,81.68202
20220418:0830,524.74,705.78,60.88,31.36,1.52,0.0,Ampara,7.29754,81.68202
20220418:0930,338.0,445.14,46.16,30.3,1.66,0.0,Ampara,7.29754,81.68202
20220418:1030,248.02,334.78,31.43,29.83,1.31,0.0,Ampara,7.29754,81.68202
20220418:1130,91.79,144.47,16.73,28.9,1.59,0.0,Ampara,7.29754,81.68202
20220418:1230,4.62,15.85,2.07,27.91,1.31,0.0,Ampara,7.29754,81.68202
